Tow,Date,Time,Month,Year,SamplingPeriod,Location,Habitat,Basin,Basin2,Latitude,Longitude,Preservative,Start Depth,End Depth,Average Depth,Tow Time,Fish Start,Fish End,Difference,Rotor Constant,Distance (m) (Difference x RC),Fish Diameter(m),Fish Dia Squared,pi,Fish Volume2,Water Temperature (oC),Temp Corrected,Source for Temp correction,EC,Salinity,EstSalinity,NTU,Secchi (cm),Warp Length (ft),Wire Angle (degrees),longfin_smelt,LFden,Pacific_herring,PHden,delta_smelt,American shad,arrow_goby,bay_pipefish,bigscale_logperch,bluegill,cheekspot_goby,Chinook_salmon,common_carp,fish_eggs,gobies,golden_shiner,inland_silverside,inland_silverside_eggs,jacksmelt,larval_postlarval_fish,longjaw_mudsucker,minnows_and_carps,No_eggs,no_fish,northern_anchovy,Pacific_staghorn_sculpin,prickly_sculpin,rainwater_killifish,Sample_Voided,shimofuri_goby,smelts,splittail,striped_bass,striped bass eggs,sunfishes,threadfin_shad,threespine_stickleback,tule_perch,wakasagi_smelt,white_croaker,yellowfin_goby,Mysid,Mysid Den,Comments,,,,,,,
205,5/16/2016,12:37:00 PM,5,2016,2,Grizzly Bay,Shoal,SB,SB,38.112239,-121.99597,,6.2,5.8,6,10,967415,981221,13806,26873,371.01,0.75,0.5625,3.14,163.8236655,14.21,,,8444,4.72,5.3,128.8,20,,,0,0,0,0,0,0,,,0,,,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,95,0,0,0,2,0,0,0,102,,,,,,,,,,
118,3/9/2016,12:25:00 PM,3,2016,1,Honker Bay,Shoal,SB,SB,38.067994,-121.946394,,7.8,8.6,8.2,10,3182,17008,13826,26873,371.55,0.75,0.5625,3.14,164.060988,9.39,,,430,0.21,0.2,29.8,,,,13,79.23882552,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,
172,3/21/2017,10:31:00 AM,3,2017,1,Mallard Slough,Tidal Marsh,SB,SB,38.038402,-121.933888,Formadahyde,6.2,12.2,9.2,10,85166,98992,13826,26873,371.55,0.75,0.5625,3.14,164.060988,14.48,14.48,Regression,180,,0.1,12.3,52,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,13,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
106,3/8/2016,10:18:00 AM,3,2016,1,Benicia Flats,Shoal,WSB,SB,38.027332,-122.141608,,4.6,4.9,4.75,10,825684,839586,13902,26873,373.59,0.75,0.5625,3.14,164.9628131,9.88,,,14186,8.23,9.2,23.9,,,,0,0,88,1092.841063,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
43,1/28/2016,11:36:00 AM,1,2016,1,San Pablo East,Shoal,SBP,San Pablo Bay,38.041664,-122.26982,,4,5.1,4.55,10,880875,894793,13918,26873,374.02,0.75,0.5625,3.14,165.1526711,7.29,,,19873,11.77,13.3,,53.34,,,0,0,4416,54777.70713,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
42,1/28/2016,11:02:00 AM,1,2016,1,San Pablo Bay,Shoal,SBP,San Pablo Bay,38.00845,-122.162,,4.8,5.1,4.95,10,880873,894793,13920,26873,374.07,0.75,0.5625,3.14,165.1764033,7.22,,,20910,12.44,12.44,,60.96,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1/14/2016,12:48:00 PM,1,2016,1,Honker Bay,Shoal,SB,SB,38.039142,-121.85886,,5,5.6,5.3,10,459824,473763,13939,26873,374.58,0.75,0.5625,3.14,165.4018596,4.82,,,8572,4.77,5.3,,,,,0,0,48,594.5128368,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
121,3/9/2016,2:20:00 PM,3,2016,1,Mallard,Tidal Marsh,SB,SB,38.103509,-122.01366,,10.4,12.1,11.25,10,37483,51488,14005,26873,376.36,0.75,0.5625,3.14,166.1850236,9.62,,,957,0.48,0.5,24.2,,,,10,60.17389403,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
224,4/4/2017,1:25:00 PM,4,2017,2,Channel,Channel Bottom,SB,SB,38.052265,-122.108763,Formadahyde,36.8,38.6,37.7,10,205094,219128,14034,26873,377.14,0.75,0.5625,3.14,166.5291411,15.21,15.21,Regression,182.9,0.09,0.1,27.3,,60,26,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,1,0,,0,0,0,0,,0,,0,,0,0,0,5,300.2477505,,,,,,,,
81,2/22/2016,12:17:00 PM,2,2016,1,Ryer,Tidal Marsh,SB,SB,38.08023,-122.007521,,4,3.7,3.85,10,446064,460102,14038,26873,377.24,0.75,0.5625,3.14,166.5766056,8.15,,,5412,2.92,3.3,47.7,,,,1,6.003243951,44,541.1268151,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
29,1/26/2017,12:36:00 PM,1,2017,1,Petaluma River,Channel Surface,SBP,San Pablo Bay,38.122555,-122.507123,Formadahyde,17,21,19,10,221323,235408,14085,26873,378.51,0.75,0.5625,3.14,167.1343133,8.35,8.35,Regression,1648,0.83,0.9,148.1,14,na,na,4,23.93284731,2354,14084.48064,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,1,31,0,,0,0,0,0,,0,,0,,0,0,109,10,598.3211827,,,,,,,,
51,2/8/2016,11:24:00 AM,2,2016,1,Glen Cove,Shoal,WSB,SB,38.063861,-122.20412,,7.1,6.6,6.85,10,2775,16923,14148,26873,380.20,0.75,0.5625,3.14,167.8818789,7.5,,,1672,,0.9,17,,,,0,0,1416,17279.04833,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
83,2/14/2017,1:17:00 PM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.006957,-122.307617,Formadahyde,6.5,6.8,6.7,10,888265,902421,14156,26873,380.41,0.75,0.5625,3.14,167.9768079,10.75,10.75,Regression,390,0.19,0.2,113.3,18,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,1,0,,,0,0,0,35,0,,0,0,0,0,,0,,0,,0,0,21,10,595.3202781,,,,,,,,
142,4/1/2016,11:14:00 AM,4,2016,2,Mallard,Shoal,SB,SB,38.041202,-121.9281,,5.3,5.3,5.3,10,282670,296876,14206,26873,381.76,0.75,0.5625,3.14,168.5701139,10.11,,,325,0.15,0.2,18.3,48,,,1,5.932249654,0,0,1,0,,,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,,0,,0,2,5,0,0,0,1,0,7,0,23,,,,,,,,,,
214,4/4/2017,7:48:00 AM,4,2017,2,No Name,Tidal Marsh,SB,SB,38.035457,-122.106967,Formadahyde,7.7,7.1,7.4,10,994846,9065,14219,26873,382.11,0.75,0.5625,3.14,168.7243735,15.1,15.1,Regression,268.8,0.13,0.1,17.7,,,,0,0,0,0,0,,0,,14,0,0,0,0,,0,0,8,,0,0,0,,,0,0,0,588,0,,0,0,5,0,,0,,0,,0,0,0,0,0,,,,,,,,
145,3/7/2017,1:12:00 PM,3,2017,1,Suisun Channel,Channel Bottom,SB,SB,38.058568,-122.038862,Formadahyde,36.8,32.4,34.6,10,836655,850897,14242,26873,382.73,0.75,0.5625,3.14,168.9972943,11.17,11.17,Regression,170,,0.1,74.7,36,70,23,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,8,0,,0,0,0,0,,0,,0,,0,0,0,0,0,16lbs on net,,,,,,,
47,1/28/2016,1:53:00 PM,1,2016,1,Grizzly Bay,Shoal ,SB,SB,38.103537,-122.06881,,3.7,5.7,4.7,10,955630,969882,14252,26873,382.99,0.75,0.5625,3.14,169.1159555,7.3,,,1433,0.77,0.8,,12.7,,,13,76.87033411,78,944.8664015,0,0,,,0,,,,0,0,0,0,0,0,0,35,0,0,0,0,0,0,73,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
75,2/14/2017,9:10:00 AM,2,2017,1,SanPablo OW,Channel Bottom,SBP,San Pablo Bay,38.00336,-122.38827,Formadahyde,31.6,29.5,30.6,10,758703,772962,14259,26873,383.18,0.75,0.5625,3.14,169.1990183,10.75,10.75,Regression,12695,7.25,8.1,88.6,17,70,21,5,29.55099887,371,2192.684117,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,3,0,,0,0,0,0,,0,,0,,0,0,37,7,413.7139843,,,,,,,,
36,2/6/2017,10:07:00 AM,2,2017,1,Mallard Slough,Tidal Marsh,SB,SB,38.037227,-121.941108,Formadahyde,10.7,11.8,11.3,10,315683,329994,14311,26873,384.58,0.75,0.5625,3.14,169.8160566,9.6,9.6,SLS 508,222,0.11,0.1,13.7,46,na,na,1,5.888724659,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,10,0,,0,0,0,0,,0,,1,,0,0,0,0,0,,,,,,,,
123,3/9/2016,3:06:00 PM,3,2016,1,Broad sp.,Shoal,SB,SB,38.05333,-121.838559,,9,8.4,8.7,10,64116,78428,14312,26873,384.61,0.75,0.5625,3.14,169.8279227,9.34,,,536,0.26,0.3,31.9,,,,10,58.88313205,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,0,,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,
78,2/14/2017,10:22:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.019992,-122.338337,Formadahyde,9.6,11.1,10.4,10,803439,817772,14333,26873,385.17,0.75,0.5625,3.14,170.0771113,10.75,10.75,Regression,174,0.08,0.1,140.5,15,na,na,9,52.91717347,319,1875.619815,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,1,57,0,,0,0,0,0,,0,,0,,0,0,216,6,352.7811564,,,,,,,,
11,1/14/2016,12:10:00 PM,1,2016,1,Wheeler,Tidal Marsh,SB,SB,38.078746,-121.94419,,9.1,8.6,8.85,10,445473,459824,14351,26873,385.65,0.75,0.5625,3.14,170.2907014,5.25,,,9878,5.48,6.2,9.1,,,,0,0,64,769.9267817,0,0,,,0,,,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
111,3/8/2016,12:59:00 PM,3,2016,1,Grizzly Bay,Shoal,SB,SB,38.106366,-121.997745,,8.3,8.5,8.4,10,906942,921395,14453,26873,388.40,0.75,0.5625,3.14,171.5010458,9.44,,,8251,4.55,5.1,35.9,,,,0,0,46,549.479439,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
97,2/23/2017,9:25:00 AM,2,2017,1,Behind rock wall,Shoal,SBP,San Pablo Bay,38.067667,-122.289853,Formadahyde,8.4,9.7,9.1,10,62712,77165,14453,26873,388.40,0.75,0.5625,3.14,171.5010458,11.67,11.67,Regression,380,0.18,0.2,165.4,15,na,na,0,0,40,233.2347293,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,72,0,,0,0,2,0,,0,,0,,0,0,47,18,1049.556282,,,,,,,,
207,5/16/2016,1:36:00 PM,5,2016,2,Ryer,Tidal Marsh,SB,SB,38.082736,-122.01793,,2.7,8,5.35,10,989178,1003638,14460,26873,388.58,0.75,0.5625,3.14,171.5841086,14.22,,,7267,4.02,4.5,44.7,31,,,0,0,0,0,0,0,,,0,,,,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,59,0,0,0,0,0,0,1,88,,,,,,,,,,
103,2/25/2016,3:04:00 PM,2,2016,1,Broad Slough,Shoal ,SB,SB,38.054472,-121.83415,,5.5,6,5.75,10,781914,796377,14463,26873,388.66,0.75,0.5625,3.14,171.619707,10.79,,,530,0.26,0.3,16.9,,,,0,0,2,23.87389209,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
191,5/5/2016,10:32:00 AM,5,2016,2,Ryer,Shoal,SB,SB,38.07898,-122.02605,,5.5,4.9,5.2,10,825569,840103,14534,26873,390.57,0.75,0.5625,3.14,172.4622016,12.65,,,9263,5.23,5.8,64.3,32,,,0,0,0,0,0,0,,,0,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,5,0,0,0,1,0,1,0,9,,,,,,,,,,
105,3/8/2016,9:44:00 AM,3,2016,1,Pacheco,Tidal Marsh,SB,SB,38.038971,-122.08845,,5.6,5.7,5.65,10,811150,825684,14534,26873,390.57,0.75,0.5625,3.14,172.4622016,8.55,,,7478,4.12,4.6,93.8,,,,0,0,37,439.5094176,0,0,,,0,,,,0,0,0,0,0,0,2,0,0,0,0,0,1,0,7,,0,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
7,1/12/2016,4:01:00 PM,1,2016,1,Ryer,Tidal Marsh,SB,SB,38.08231,-122.00611,,3.5,5.4,4.45,10,403228,417794,14566,26873,391.43,0.75,0.5625,3.14,172.8419174,4.94,,,19487,13,13,,,,,0,0,183,2169.01423,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
116,3/8/2016,3:14:00 PM,3,2016,1,Chipps,Tidal Marsh,SB,SB,38.055851,-121.93231,,9.1,9,9.05,10,974172,988797,14625,26873,393.02,0.75,0.5625,3.14,173.5420186,9.75,,,3325,1.74,1.9,25.1,,,,1,5.762293237,6,70.82832849,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
157,3/9/2017,1:18:00 PM,3,2017,1,Petaluma River,Channel Surface,SBP,San Pablo Bay,38.155217,-122.540148,Formadahyde,41.8,40,40.9,10,686075,700700,14625,26873,393.02,0.75,0.5625,3.14,173.5420186,13.35,13.35,Regression,2152,,1.2,119.5,18,na,na,0,0,29,167.1065039,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,102,0,,0,0,0,0,,0,,1,,0,0,95,50,2881.146618,,,,,,,,
41,1/27/2016,2:40:00 PM,1,2016,1,San Pablo,Shoal,SBP,San Pablo Bay,38.026168,-122.46321,,8.4,9,8.7,10,866182,880868,14686,26873,394.66,0.75,0.5625,3.14,174.265852,7.86,,,22385,13.41,15.1,,48.26,,,0,0,714,8393.562045,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
87,2/23/2016,10:41:00 AM,2,2016,1,San Pablo,Shoal,SBP,San Pablo Bay,38.114631,-122.35506,,4.8,5.4,5.1,10,528720,543421,14701,26873,395.06,0.75,0.5625,3.14,174.4438438,9.06,,,30907,19.14,21.5,6.4,,,,0,0,32,375.7982193,0,0,,,0,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
82,2/14/2017,12:47:00 PM,2,2017,1,SanPablo OW,Channel Surface,SBP,San Pablo Bay,38.036725,-122.374598,Formadahyde,32.7,37.7,35.2,10,873544,888265,14721,26873,395.60,0.75,0.5625,3.14,174.6811662,10.75,10.75,Regression,295,0.14,0.2,136.1,18,na,na,6,34.3482937,58,332.0335057,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,17,0,,0,0,0,0,,0,,0,,0,0,1,5,286.2357808,zoop net not fishing straight,,,,,,,
150,3/8/2017,9:52:00 AM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.041525,-122.459325,Formadahyde,8.2,8.1,8.2,10,927284,942021,14737,26873,396.03,0.75,0.5625,3.14,174.8710241,11.56,11.56,Regression,4154,,2.5,29.5,34,na,na,1,5.718500278,1,5.718500278,0,,1,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,21,0,,0,0,0,0,,0,,0,,0,0,8,3,171.5550084,,,,,,,,
56,2/8/2017,11:58:00 AM,2,2017,1,Carquinez Straight Shoal,Shoal,WSB,SB,38.05947,-122.203302,Formadahyde,7.3,8.1,7.7,10,506105,520854,14749,26873,396.35,0.75,0.5625,3.14,175.0134176,11.8,11.8,SLS 405,1178,0.6,0.7,56.8,21,na,na,23,131.4184953,216,1234.191086,0,,0,,0,0,0,0,0,,0,0,0,,0,34,0,,,0,0,0,79,0,,0,0,0,0,,0,,0,,0,0,9,0,0,,,,,,,,
94,2/24/2016,12:18:00 PM,2,2016,1,Pinole Creek,Shoal,SBP,San Pablo Bay,38.016425,-122.29822,,4.4,5.4,4.9,10,640988,655764,14776,26873,397.08,0.75,0.5625,3.14,175.3338028,9.27,,,36050,22.64,25.5,3.2,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
104,3/8/2016,9:14:00 AM,3,2016,1,Point Edith,Shoal,SB,SB,38.05178,-122.07367,,3.8,6.6,5.2,10,796365,811150,14785,26873,397.32,0.75,0.5625,3.14,175.4405979,9.6,,,8244,4.66,5.1,25,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
176,4/19/2016,1:28:00 PM,4,2016,2,Chipps Island,Tidal Marsh,SB,SB,38.051318,-121.8606,,5.5,8.5,7,10,715284,730088,14804,26873,397.83,0.75,0.5625,3.14,175.6660542,14.47,,,669,0.33,0.4,62.1,23,,,0,0,0,0,0,0,,,0,,,,1,0,5,0,0,0,0,0,0,0,0,0,0,38,0,,0,,0,0,34,0,0,0,3,0,12,0,93,,,,,,,,,,
96,2/24/2016,1:29:00 PM,2,2016,1,Shelby point,Shoal,SBP,San Pablo Bay,38.05227,-122.25528,,5.4,5.8,5.6,10,671740,686545,14805,26873,397.86,0.75,0.5625,3.14,175.6779203,10.4,,,30270,18.63,21,5.3,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
163,4/18/2016,11:07:00 AM,4,2016,2,Point Edith,Tidal Marsh,SB,SB,,,,3.7,4.6,4.15,10,548552,563385,14833,26873,398.61,0.75,0.5625,3.14,176.0101717,13.77,,,7788,4.35,4.8,20.7,45,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,,0,,0,0,0,0,0,0,0,0,20,0,32,,,,,,,,,,
,3/29/2017,11:37:00 AM,3,2017,1,Dunbarton Point,Shoal,South Bay,South Bay,37.483342,-122.105453,,6.6,5.4,6,10,708713,723549,14836,26873,398.69,0.75,0.5625,3.14,176.0457701,15.9,,,21744,13.11,14.43140461,65.38,21,,,0,0,24,,0,0,173,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,46,0,24,0,,0,0,0,0,0,0,0,0,0,0,0,107,,,,,,,,,,
119,2/28/2017,8:57:00 AM,2,2017,1,Behind rock wall,Shoal,SBP,San Pablo Bay,38.067435,-122.289967,Formadahyde,4.9,5,5,10,355002,369845,14843,26873,398.88,0.75,0.5625,3.14,176.1288329,11.67,11.67,Regression,281.2,,0.2,98,12,na,na,0,0,4,22.71064842,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,75,0,,0,0,0,0,,0,,0,,0,0,11,32,1816.851873,,,,,,,,
84,2/22/2017,7:31:00 AM,2,2017,1,No Name,Tidal Marsh,SB,SB,38.036283,-122.107303,Formadahyde,7.4,9,8.2,10,902460,917304,14844,26873,398.90,0.75,0.5625,3.14,176.1406991,11.3,11.3,SLS 411,1195,0.6,0.7,15.6,11,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,4,,0,0,0,,,0,0,0,476,0,,1,0,0,0,,0,,0,,0,0,0,7,397.4095729,,,,,,,,
179,3/21/2017,1:34:00 PM,3,2017,1,Channel,Channel Bottom,SB,SB,38.05398,-121.957185,Formadahyde,44.2,45.4,44.8,10,193999,208845,14846,26873,398.96,0.75,0.5625,3.14,176.1644313,14.48,14.48,Regression,179,,0.1,16.3,,,,0,0,0,0,0,,0,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,8,0,,0,0,0,0,,0,,0,,0,0,0,1,56.76514791,,,,,,,,
64,2/10/2016,11:24:00 AM,2,2016,1,Wheeler,Shoal,SB,SB,38.076729,-121.94925,,5.7,6.2,5.95,10,166848,181720,14872,26873,399.66,0.75,0.5625,3.14,176.4729505,7.06,,,1008,0.5,0.6,62,,,,0,0,96,1114.431742,0,0,,,0,,,,0,0,0,0,0,0,0,12,0,0,0,0,0,0,190,,0,,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,
108,3/8/2016,11:45:00 AM,3,2016,1,Grizzly Bay,Shoal ,SB,SB,38.125217,-122.061169,,7.3,5.6,6.45,10,857060,871939,14879,26873,399.84,0.75,0.5625,3.14,176.5560133,9.62,,,,5.21,0,39.8,,,,0,0,11,127.635228,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,,
58,2/8/2017,12:49:00 PM,2,2017,1,South Hampton Shoal,Shoal,WSB,SB,38.053748,-122.171438,Formadahyde,8.3,10.3,9.3,10,536064,550945,14881,26873,399.90,0.75,0.5625,3.14,176.5797455,11.8,11.8,SLS 405,410,0.16,0.2,39.3,29,na,na,0,0,4,22.65265469,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,169,0,,0,0,0,0,,0,,0,,0,0,3,3,169.8949102,,,,,,,,
112,2/24/2017,9:25:00 AM,2,2017,1,SanPablo OW,Channel Surface,SBP,San Pablo Bay,37.99037,-122.401063,Formadahyde,37.3,38,37.7,10,263029,277916,14887,26873,400.06,0.75,0.5625,3.14,176.6509423,11.67,11.67,Regression,236,0.14,0.1,61.8,18,na,na,14,79.25233696,139,786.8624882,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,26,0,,0,0,0,0,,0,,0,,0,0,9,0,0,,,,,,,,
177,3/21/2017,12:45:00 PM,3,2017,1,honker Bay ,Shoal,SB,SB,38.06951,-121.925965,Formadahyde,7.7,7.6,7.7,10,161872,176801,14929,26873,401.19,0.75,0.5625,3.14,177.1493193,15.68,15.68,Regression,236,,0.1,29.2,33,,,0,0,0,0,0,,0,,8,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,291,0,,0,0,1,0,,1,,0,,0,0,0,0,0,,,,,,,,
66,2/10/2017,11:02:00 AM,2,2017,1,SanPablo OW,Channel Surface,SBP,San Pablo Bay,38.103458,-122.466697,Formadahyde,21,20.5,20.8,10,625254,640196,14942,26873,401.54,0.75,0.5625,3.14,177.3035789,10.75,10.75,Regression,4513,2.26,2.7,99.4,15,na,na,34,191.7614986,3398,19164.86977,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,35,0,,0,0,0,0,,0,,0,,0,0,130,7,394.8030854,,,,,,,,
77,2/14/2017,9:56:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.007438,-122.356668,Formadahyde,5,5.2,5.1,10,788494,803439,14945,26873,401.62,0.75,0.5625,3.14,177.3391773,10.75,10.75,Regression,278,0.13,0.1,142.6,18,na,na,2,11.27782383,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,1,0,,,0,0,0,17,0,,0,0,0,0,,0,,0,,0,0,8,1,56.38911916,,,,,,,,
,3/29/2017,12:12:00 PM,3,2017,1,Coyote Creek,Channel Surface,South Bay,South Bay,37.458568,-122.019753,,13.6,6.6,10.1,10,723549,738506,14957,26873,401.94,0.75,0.5625,3.14,177.4815707,16.8,,,11359,7.81,7.169080643,33.75,19,,,1,5.634387818,33,,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,2,1,130,0,,0,0,0,0,0,0,0,1,0,0,0,172,,,,,,,,,,
44,1/28/2016,12:04:00 PM,1,2016,1,San Pablo ,Shoal,SBP,San Pablo Bay,38.0289,-122.1544,,3,6.3,4.62,10,909308,924284,14976,26873,402.45,0.75,0.5625,3.14,177.707027,7.11,,,15874,9.21,,27,30.48,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,3/22/2017,12:46:00 PM,3,2017,1,Grizzly Bay,Shoal,SB,SB,38.101492,-122.008548,Formadahyde,7.1,7,7.1,10,364157,379170,15013,26873,403.44,0.75,0.5625,3.14,178.1460735,15.65,15.65,Regression,205,,0.1,29.6,29,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,138,0,,0,0,0,0,,0,,0,,0,0,0,64,3592.55743,,,,,,,,
,3/29/2017,10:40:00 AM,3,2017,1,Greco Island,Shoal,South Bay,South Bay,37.517472,-122.15492,,8.4,5.2,6.8,10,680244,695257,15013,26873,403.44,0.75,0.5625,3.14,178.1460735,15.6,,,24154,14.71,16.20924715,57.47,17,,,0,0,20,,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,58,,,,,,,,,,
61,2/8/2017,1:48:00 PM,2,2017,1,Benicia Channel,Channel Surface,WSB,SB,38.034935,-122.156313,Formadahyde,38.7,49,43.9,10,558230,573289,15059,26873,404.68,0.75,0.5625,3.14,178.6919151,11.8,11.8,SLS 405,332,0.16,0.2,32.9,27,na,na,2,11.19244818,1,5.59622409,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,18,0,,0,0,0,0,,0,,0,,0,0,0,1,55.9622409,,,,,,,,
93,2/24/2016,11:48:00 AM,2,2016,1,Pinole point,Shoal,SBP,San Pablo Bay,38.01214,-122.36278,,6,3.9,4.95,10,627912,642988,15076,26873,405.14,0.75,0.5625,3.14,178.8936391,9.63,,,37619,23.97,26.7,1.6,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
116,2/24/2017,12:12:00 PM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.008925,-122.480774,Formadahyde,7.4,7.9,7.7,10,313514,328591,15077,26873,405.16,0.75,0.5625,3.14,178.9055052,11.67,11.67,Regression,946,0.44,0.5,80.1,,na,na,4,22.35817168,17,95.02222965,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,39,0,,0,0,0,0,,0,,0,,0,0,109,7,391.2680044,bonus tow,,,,,,,
